ORIGIN_AIRPORT,DESTINATION_AIRPORT
10397,14683
10397,12173
10397,12448
10397,10599
10397,12191
10397,14122
10397,11986
10397,13495
10397,13487
12173,13830
13204,11042
14771,14262
13930,10721
13930,14679
14771,10713
14831,11292
12206,12266
14771,13495
12892,14771
10397,11995
10397,13342
11292,10279
13377,12266
12266,11298
11278,13487
10397,10994
14747,12889
14747,11884
13830,12758
14771,12264
12889,13930
14683,10397
11292,11193
14869,12266
10747,12266
13256,12266
12266,10781
13204,11618
13303,12953
10397,13204
14747,12173
10397,14814
14783,10397
10185,10397
15411,12266
13930,12264
14683,12266
13930,11292
10423,12266
10800,13796
10599,13204
10693,10821
10693,11042
10693,11066
10693,11433
10693,13232
10693,14747
13851,13232
14057,13796
13232,14307
13487,10397
11259,13851
15370,11259
14107,14679
14679,14107
14869,12889
14908,14107
11298,11433
13204,11298
13303,15024
13303,11298
14679,11298
10140,11298
14908,11298
14107,14100
10397,14100
14869,14107
14057,11298
13830,14893
10397,15370
10721,11433
11298,12191
15295,13930
13303,10693
12892,13830
10397,13244
13061,12266
11042,13930
12191,12478
14747,10721
10792,10397
10397,14107
10397,13232
14771,10157
10397,13422
10721,11618
14771,14747
13891,11298
10397,10140
11898,13487
10408,11433
14635,11618
14683,11298
14679,10397
14893,12892
14747,12892
12953,10397
13244,11618
13795,10397
11433,15096
13495,11057
15304,10721
12953,10721
11298,10781
10728,11298
10397,13303
10994,12478
11042,12953
11618,11433
11618,11193
13930,10874
11697,11193
12173,12758
13930,14122
13930,12953
11042,11618
12173,12892
11618,11697
12266,15304
14771,12889
10800,14107
10821,13296
10821,13796
11057,12191
12391,10821
12451,10821
12889,14570
12892,14831
13198,11259
13198,11278
10140,12892
13891,14107
14057,14831
13204,13296
13232,12953
11259,12191
11278,10397
11278,11259
12191,11259
15016,14771
15304,14307
14107,14122
14570,12892
14747,14908
14908,14747
12478,12892
12478,13303
15016,11298
11298,14869
11298,10423
12889,11298
13495,11278
10721,12953
12953,11278
11278,12953
13303,14843
10299,14747
10800,14747
12173,14057
13204,15070
10721,13204
14869,10397
10397,11481
10721,10397
10397,11697
10397,14747
14869,11292
14492,10397
10397,14193
12217,10397
10397,12889
10397,11292
14869,12892
13290,11298
12953,11066
11298,13158
12266,12889
12007,10397
14869,13486
14689,14057
14869,12003
14771,10140
14869,13127
14869,13264
11109,11292
12889,11433
12953,11042
12266,12177
15096,12478
14679,10721
14869,12441
15370,13930
11298,12266
11986,10397
10397,14635
14869,11298
10627,13487
13433,13487
15249,10397
15370,11298
11697,14843
13930,11278
10994,11057
14635,10721
13495,11433
12278,10397
10397,10821
11996,11618
12915,12266
11637,13487
14524,11433
12953,11995
14771,14679
10721,14771
13930,12266
10800,12889
11066,13204
11259,10140
13204,10257
10423,12892
13796,10693
13232,10821
11292,11259
11292,13232
14679,10693
14831,14679
10721,13303
10721,11057
13931,11057
14771,11057
13930,14107
14679,11057
14122,14107
14747,12523
12954,10423
10529,15304
10397,14685
14869,14570
13485,10397
11721,13930
12191,11298
11292,14794
11292,12094
11292,11638
14869,12156
11775,13487
12173,14893
10747,11298
13198,11298
11618,10721
11292,14689
13930,10693
13495,11618
10397,11298
14747,11057
11278,10994
10397,14771
14869,14113
11292,12280
11618,13296
10397,11641
10693,11298
14843,12478
12451,12478
10529,13930
13476,12892
12953,11433
12339,13930
12278,13930
13256,11298
11066,13487
11292,14489
10693,11618
14524,11618
14869,10849
10721,13930
12892,11292
11042,13232
12339,10721
12889,11540
12889,12896
12992,12889
13796,10423
14057,14893
13244,15304
11259,14683
11540,14107
14635,11066
14831,10800
14908,14771
12451,11298
12889,14100
11057,13495
14100,11433
11292,14100
15841,14256
14747,13495
14679,12173
11697,11042
14869,12478
10397,14869
12953,15304
13204,11433
12892,13487
14027,10397
10397,10693
13930,10140
11986,13930
15380,13930
11433,12889
11292,10561
14869,14489
14747,14057
14869,12954
13830,13796
11292,10800
13577,11433
14574,10397
14107,11618
11618,14843
14869,10620
11618,10994
11292,12441
14492,11057
14027,11618
12266,10397
14869,10713
14869,11097
14869,10779
14869,11638
13244,13930
10529,11433
14869,11122
12892,14683
12945,13930
13487,12889
13487,10631
12339,11618
12951,10397
10721,12892
11292,12266
11292,14679
11292,11618
11292,10620
10994,10821
12191,13851
13198,13495
10140,13796
13204,13342
13232,14730
15304,10423
14107,13342
14730,13232
14908,13796
13303,11278
12892,12339
13495,11298
11057,13487
14100,12889
14100,10721
11057,14027
11057,14100
11057,10994
12953,11057
14057,14107
10792,10721
10721,11697
14869,11433
13487,14747
13487,14057
12889,10397
13487,14893
10397,14843
13930,10397
10821,10397
14747,12478
11292,12888
14869,11603
14869,15389
14869,15041
14869,13930
14869,14831
14869,14252
11315,13487
15919,13930
11637,13930
13930,10423
10397,14027
13360,10397
13487,12343
13487,12129
11292,11648
10868,11298
14986,10397
10599,12266
12982,12173
11292,10299
11278,11618
10279,12266
11150,10397
14679,11292
11042,11298
15304,11298
12478,10154
11042,13577
13264,14771
11921,12266
11292,11884
11292,10693
14122,10721
11638,12892
14193,12266
11292,10140
13487,13930
11292,12264
11292,14122
11618,13930
11292,12892
10821,11292
12889,14831
13796,14057
13495,11259
11259,13232
12191,12953
14679,10140
14683,12889
10423,13930
11267,11298
11618,11298
11109,11298
11298,12441
12953,13303
10721,11298
14100,13930
11057,13204
11057,12889
11057,14492
11057,11433
13487,14107
11057,12266
11057,11618
14747,14107
14492,11697
13930,14843
11292,13487
13487,10849
10874,10397
11823,13930
11996,11298
13487,14457
13487,13076
14679,12892
11823,10397
13577,12898
13367,10397
11292,14057
10397,11618
14869,14771
14107,11292
13487,13029
13303,11618
11292,14570
11066,11298
10397,10721
10469,13930
13487,12389
10423,13487
10397,13871
13930,14685
13930,10529
12173,12402
11423,13930
10140,12266
13487,12892
12278,13487
11337,13930
11337,13487
15919,13487
11252,10397
12266,12896
15096,11618
13487,11637
12266,12448
13198,13930
14771,14107
14679,11618
12266,13930
11292,14771
12266,13256
14771,12173
12266,14679
10821,11066
10821,13342
12953,13232
13198,10721
10423,12191
10693,12451
13495,15016
13204,10792
13232,13487
13232,14679
11292,12889
11433,13232
12191,11618
15016,11292
15304,11697
15304,14122
14107,13232
14679,14831
14893,14747
11057,11298
12953,11298
14100,13487
11278,13204
14986,12478
12953,13487
12478,13487
12478,14869
14869,14057
14771,11433
13303,11433
14122,10397
10599,10397
13487,14869
11618,13487
15016,10397
11697,11433
12266,13158
11292,14252
11292,13891
12953,13198
13029,13930
11292,14262
10397,14492
14869,14908
13487,12451
11109,13930
13487,12335
11292,11865
14869,14679
12266,11481
11775,13930
11292,14893
14057,13487
14783,13930
14696,13930
14696,10397
11292,11603
11618,10693
11049,12266
12266,14908
14307,14100
10721,10994
10397,15376
13487,11775
12266,13422
14869,14893
12451,12953
12266,14771
14771,11259
11292,12173
11259,10397
12339,12889
12889,10257
12953,10693
13198,11292
10140,11292
10693,14100
13891,12889
13891,13796
13232,15016
13296,10821
13342,10397
15304,12339
14107,13891
14683,11540
14869,10821
10721,14100
11433,14107
14100,11298
11057,10821
11057,10721
12892,11057
13303,11057
12889,11057
14679,14100
10299,10551
14747,14683
14057,13830
12758,13796
10792,12478
12197,13204
12954,14747
14107,13487
14747,11433
13303,10397
14747,14869
12892,10693
14685,10397
10721,13487
14635,11433
13796,14869
13204,10721
10994,10397
14100,10397
11292,12478
12478,13204
13158,11292
11193,13487
14869,12280
10397,15249
12266,11292
15304,12953
13204,12197
12266,10747
14492,13930
10994,12266
12992,12266
12323,10397
10397,15624
12266,14107
11292,14107
11292,14831
10299,12523
13891,12266
12266,13871
13871,11618
11292,14869
12953,13204
13487,10140
10599,11433
13577,10397
12945,10397
10257,13930
10721,11292
11292,10849
12266,14747
10821,10529
10821,14307
12889,10423
12892,12191
14027,12391
14100,13204
13204,10529
13232,12889
13342,12953
11278,12191
11884,14107
12191,11278
14193,12191
14492,10693
14679,13796
14679,14893
14747,14893
12892,14122
11057,11278
11278,14307
11057,13198
11057,14107
11298,14730
10299,14057
14747,10423
14747,10140
14685,12478
12892,10721
14679,11433
13487,14679
12889,13487
10397,12264
14588,11298
11193,15919
13487,10620
14908,12266
10397,14986
11274,13930
14685,11618
11618,13244
14679,12266
13930,14100
14747,13487
13344,13930
13487,10713
14492,12266
11292,10713
13933,13204
15412,11298
13377,10397
14747,14771
13930,10821
11292,13264
11193,12953
13422,10397
11146,10397
10397,10208
11618,12892
12266,12264
12451,10693
12892,13342
12892,14893
13198,10397
13931,10821
14057,12889
13232,12892
13232,13204
13487,15016
11259,12896
14107,12892
14747,14100
14100,14307
11057,10693
11057,14122
11057,13303
11057,15304
15991,10926
12478,14321
11697,12892
13487,11884
12892,11433
15096,13930
13230,13930
12889,13796
11433,14635
12953,13577
12892,14689
14794,14869
11638,14747
11977,13487
10397,15016
11042,12266
11292,15376
14893,11298
13204,14307
13930,12339
13931,13930
12266,12206
10693,12266
12173,12982
11618,13204
12992,10397
14107,11433
11003,13930
10685,10397
12339,11298
14828,12819
15412,13930
11298,15624
11540,10397
11066,12266
12266,15376
10781,10397
13198,12266
12391,14027
12889,13158
12892,14570
10599,12889
13204,13495
11292,15304
12191,10599
12191,13232
14107,13851
14492,10821
14635,12339
13930,13303
12889,14107
11057,12451
11298,11057
11057,10257
11057,12953
13930,14747
14524,10721
10721,14635
12892,14869
13487,14771
14869,11884
12448,10397
14027,12953
12478,15304
13930,14635
10821,13487
10990,13930
13303,12266
13244,12266
11298,15016
10785,12478
13204,14843
10434,11433
11193,13342
12951,12266
13930,11423
13930,11066
14457,13487
12278,12266
11298,10693
11298,11042
11697,12478
11298,13367
11298,14952
10821,11697
12889,10140
13198,13232
10693,10721
13796,11066
13796,14747
13232,11423
11278,13232
11292,14492
15016,13495
14107,13198
14747,10693
11540,11298
15304,13303
12892,10423
11298,12478
10792,11057
11057,11697
11057,11292
14843,13204
11481,10397
13930,11986
11298,13277
11298,11980
13930,11977
14730,13930
11298,14685
11697,12898
10713,14869
13851,12266
13244,11433
14747,11298
11278,15304
15919,11298
11193,10397
13871,13487
11697,12266
11537,11433
11423,10397
11298,11778
11298,15919
10792,11618
12266,11540
11042,13204
11066,10821
12992,13232
13198,10821
10423,15304
10713,12889
13232,11057
13232,11618
13244,13204
13487,13232
15370,12889
15376,12889
14683,12191
11298,12451
11298,14107
11298,11066
11433,11057
11057,12892
12266,11057
14100,11292
14057,14908
14576,12478
10721,10792
10721,14843
10721,12889
13303,12478
14576,10397
15919,10397
10136,11298
11298,15411
13930,14576
15096,10397
10994,11618
14193,10397
14683,11618
13930,14492
12264,10397
14524,13930
14771,13964
14814,11298
10397,11953
10754,11630
12992,11298
14027,11057
14893,12954
12954,12889
12889,11697
11298,10185
11433,13204
11618,10792
10135,10397
10731,10397
11292,13198
12892,11618
11259,14771
10792,10821
10821,10693
10821,11259
12339,11259
12889,10800
12889,13232
12889,13851
12892,11259
12953,10874
10529,10821
13796,11259
13232,14635
11278,11697
11697,15304
15304,10874
14307,13232
14576,13204
14771,13232
14771,13342
14831,14107
11298,11278
11298,13342
10821,13303
12339,11057
14027,11278
11292,11057
14843,11697
12451,10721
14771,10397
12478,14843
11433,13487
14869,12173
12339,10397
11298,12992
11298,11049
11433,11013
11433,11587
13127,14869
12266,14869
15412,10397
11042,11697
10185,12266
11433,15380
15304,12197
13342,13487
13930,11823
11433,13342
12953,11292
13930,10980
11433,10397
11433,11697
11618,15016
10397,13277
10135,13930
11618,13303
12889,10821
12892,11540
10423,14107
13495,13232
13204,13232
13232,13871
11259,12992
11259,15016
14107,10800
14107,11042
14321,10821
14679,14747
12264,11298
11298,10529
13930,11298
11042,11057
14057,14679
14747,15016
11433,14747
10397,12266
11721,10397
14771,11193
11433,12953
15304,11433
10397,11066
10397,11973
10397,11252
12892,11193
11298,11111
13930,12945
11298,13422
11298,11823
11618,11066
13198,11433
10849,13930
14771,13198
14098,10397
12889,11618
15016,13487
11292,12003
14771,14570
14986,13930
14570,14869
13931,11618
11433,11278
10146,10397
15919,12266
14771,14698
14524,10397
13485,13930
10397,11624
10397,13795
10693,13198
13796,10821
13204,11259
13232,11066
13232,12191
13232,13198
11259,13198
14635,15016
14683,13204
14683,14679
14869,13796
14893,12889
14908,12889
13303,13930
11697,11298
13303,15304
15376,13930
14107,11057
12451,11057
15304,14100
14107,15016
14107,11298
13830,14057
11292,11433
11433,11292
13930,13487
10397,11267
13230,10397
11298,12915
13930,14108
12339,12266
11109,14747
14107,15376
14107,11695
14747,10713
11298,11973
10397,14524
15607,10397
11624,10397
13930,11612
14814,10397
11433,11986
13495,12264
10397,12945
10397,11193
13198,13487
13930,10627
14771,14252
12177,12266
15304,13487
11433,13303
13930,13076
11298,13377
10397,13360
10397,10529
10397,12197
13930,15380
14831,12266
10874,15304
11066,13232
12278,11259
13851,11292
13851,12191
14057,11259
11259,11066
15016,13232
14122,13204
14893,10800
13303,10721
13303,14100
13303,13495
13303,15027
11298,14027
13204,13487
13930,10469
10158,10397
11433,14696
14057,10800
11921,14107
12884,11433
13485,11433
10397,14574
11433,13871
15624,10397
10397,15323
14524,11298
10397,10423
11278,11433
11433,15016
10423,12478
11433,14869
11298,12339
13930,11203
11982,10397
14256,12523
11066,10397
13930,11193
11298,11612
10713,13930
11109,12892
11973,12266
11292,13495
10792,13232
11042,10693
11259,10279
12206,12191
13158,12191
10140,14107
10257,10821
13796,14107
13232,14107
14869,13232
14893,14057
14492,13303
11433,11298
14570,11298
13930,14633
14842,11298
12266,13796
11433,11823
12892,15376
13930,11337
14321,10397
11540,12892
13930,11637
13495,13930
14057,14771
11433,12892
11433,14771
14771,10800
13264,14869
11433,10693
13930,12278
11697,11618
13930,14057
11433,13198
13930,10713
11298,13241
14576,11618
10397,14098
13930,10599
13930,10408
11042,11292
15356,11057
10821,12889
12889,10693
12889,12339
10693,12191
13796,13198
13232,11292
11259,11540
11292,10423
11618,13232
11697,14307
11721,12889
12191,11292
15376,12892
14107,15370
14122,13232
14831,14057
14893,13891
13303,12892
11298,15370
14107,12478
12478,10721
14492,11298
11298,13891
14107,10397
12173,14747
11292,10721
14679,12478
10397,13577
13830,12892
13851,10397
10561,14107
14113,14869
13485,13487
13930,14893
14893,12266
10431,13930
11433,13577
11298,10155
10781,12266
13930,13198
11638,14869
14307,10397
13930,15919
14057,12266
10693,13930
15389,14869
13930,11775
14307,11433
12197,13930
10397,11146
13930,13871
13930,14869
11298,13061
11298,15249
13930,13244
15412,12266
13830,14771
12264,12892
12266,12892
12264,13930
13495,12266
13198,15016
13204,11292
11278,15016
11292,13796
15304,10821
14635,10821
13303,13204
14107,12266
14107,10721
15016,12892
12478,13930
10397,12478
14679,13487
14831,13487
13930,15016
11066,12478
10158,11697
10397,10185
10990,10397
11413,14107
11433,10408
14489,14869
14771,14905
14457,14869
11884,14747
11292,13433
13930,12889
13930,12478
13296,11433
14730,10397
11298,14108
12094,11292
12264,12266
13342,11193
13930,12992
12264,13204
11697,13930
14193,11298
14771,14489
11292,13485
12264,14679
12889,14908
12892,13198
10713,14107
11259,14107
11278,10693
11292,13204
12191,13158
15016,11259
14492,13232
11278,14027
10721,15304
13930,14683
11292,13342
10599,11292
14683,12892
13930,13029
11638,11298
14843,15304
15370,10397
10397,12339
13930,11471
12888,11292
15376,14771
13342,11433
14893,10397
13342,11292
13076,13487
12264,15304
12264,14771
12129,13487
15624,11298
12264,11292
10140,13930
10821,11042
10821,11267
12892,10821
13198,14057
10140,11259
10140,12191
10693,11292
13204,10874
13204,14730
11259,10693
14107,12191
14107,14893
14679,14683
14122,11298
13873,10299
13931,10397
12191,10397
11193,12478
10157,14771
11540,11292
14057,14747
10140,14869
12889,13303
12448,11298
14908,10397
11618,13342
10397,14783
14635,13930
13871,11298
12478,10785
10423,14771
13933,11697
14843,10397
13296,11618
15412,11433
11995,11618
10721,13232
11066,14107
13198,12892
10279,12889
10423,12889
10423,13204
10693,11278
11540,10423
12191,11140
14107,13796
14747,10821
14908,11259
14107,11278
11057,14524
14831,14747
13830,14747
10821,10721
10721,14524
14771,12954
13204,11193
12892,13495
11042,12478
10693,13303
11292,11003
10631,13487
12441,14869
12278,11298
14492,11433
15304,11292
10781,11298
11618,14027
10257,10397
11298,12511
14843,10721
12266,15411
12266,13342
12266,14193
12197,11433
14683,11433
12266,12915
12266,12992
11259,12892
10821,12391
13232,13796
13296,13232
11259,10821
12191,13244
14679,13495
15376,11298
10423,14100
11995,10397
10821,12478
13158,11298
12343,13487
14252,14869
12266,15624
10397,12323
12266,10868
12266,11140
11042,11278
11097,14869
12982,13830
12266,10994
12266,14027
12266,11986
11298,15412
10135,11433
12173,14771
11618,15304
12982,14771
12266,12953
10821,13232
12889,10599
12889,15016
10423,11278
11292,12191
11697,10529
12191,12889
15016,12953
15304,10693
14107,10713
14307,13204
14683,13495
13495,13303
10693,11057
11057,12323
13495,14100
14307,11057
12892,11278
10732,13204
12278,11292
14730,11618
15016,11618
12266,14635
12266,14122
12266,15412
12896,11292
13029,11292
12266,10423
10154,12478
12758,13830
11721,13487
15096,11433
11057,10423
12889,12954
11122,14869
12266,12451
12884,13930
10721,11042
12264,13487
11641,10397
10868,10397
13204,15016
11193,12264
12173,13796
13487,11003
10849,14869
12266,14100
12758,14771
13871,15016
13204,10423
13342,12889
11259,11697
11278,13342
11697,15016
15304,10529
14107,11259
14747,11259
12758,14747
12478,15096
13487,11057
14893,13487
13487,12953
13487,12339
14908,13487
10279,11298
11298,14960
12953,10990
11292,11637
14689,12892
12173,14107
12217,12266
13486,14869
12892,14698
12003,14869
13487,11977
10620,14869
11298,10980
12266,13851
11697,10721
10779,14869
12335,13487
11076,13930
11618,11267
12173,14831
12892,13232
13198,14107
10721,10693
13495,13796
13232,14570
13232,14869
11433,10821
11697,12889
15016,14107
14107,14831
14679,10821
11697,11057
12889,11278
12982,14747
10397,10874
12266,10693
15041,14869
12884,13487
12156,14869
12954,14869
13487,10408
11973,10397
14843,13930
11298,10685
10627,11292
12889,13891
10140,13198
13851,11259
13342,11278
11618,12191
15304,14843
11057,11042
11057,12339
14524,11697
13487,13342
13851,13930
13029,13487
13487,14696
12280,14869
14771,13264
13487,13198
13487,10627
10926,10299
10599,11298
12266,10821
14689,11292
12448,13930
10397,10431
11618,10785
11618,12339
13487,14576
14747,12264
13796,10140
13796,13495
14100,13232
11540,12889
15370,12191
14893,11292
12819,14747
12478,10397
13930,10268
13487,11193
11603,14869
14635,11057
14057,10397
10800,11292
12280,11292
15376,11292
10140,10397
11884,14869
11865,11292
10561,11292
13930,15370
14057,12954
12519,11447
14489,11292
11540,13930
10408,13487
14771,11638
10821,14492
10529,11697
14107,10140
11884,11292
14683,14107
13930,15304
13487,11986
15376,10397
13487,11066
13930,11067
14794,11292
12889,12266
13495,12892
13891,11292
13422,13930
14683,11292
14679,12264
13487,10721
14908,14869
12892,13851
13930,10257
15304,11193
12441,11292
11618,14908
12896,11259
10423,13232
13204,14122
13232,10693
11259,11292
14122,10821
10721,14492
10721,13495
13487,15304
12339,13487
13930,14783
14057,10849
13487,14633
11003,11292
14771,11042
14831,14869
11778,11298
15016,11433
11049,11298
13930,13290
13158,12266
10620,13487
14570,11292
13198,12889
10693,15304
13232,10257
13232,10721
13232,11042
13232,14100
11259,14747
11423,13232
11540,12191
12191,10140
11298,13871
11433,14100
12478,14107
10551,10299
10994,11278
14321,12478
12953,14986
11884,13487
11066,12953
12389,11292
15376,14107
15919,11292
13487,10693
15356,14492
14252,11292
10849,13487
15370,11292
13930,15048
11637,11292
12266,14685
11953,10397
14262,11292
10721,12339
12889,11259
13851,12889
13871,11292
13204,10821
13232,14492
13232,14576
11618,10423
15304,10599
14747,11630
14262,14747
14107,14262
10279,11292
12173,14679
14685,10721
12266,13377
12889,12264
12478,13541
12898,13577
11540,12266
10620,11292
14635,12478
14869,11423
14696,11433
10397,11778
11995,12953
15380,11433
10994,13930
11278,11292
11292,11042
10821,13198
10693,13204
13495,13198
13796,12191
13232,10529
13232,10792
13232,13931
15016,11697
15304,12889
14107,10821
14831,13891
11298,13256
15024,12478
11193,11433
13433,11292
14107,13476
14107,16218
10155,11298
12266,11146
10397,11150
15304,12264
13487,13871
13577,11042
12389,13487
10185,11298
14027,11298
14698,14771
11298,12891
11618,10257
13930,10785
11433,12945
14869,14794
14893,13930
10821,15016
12992,11259
13232,13296
11259,12339
15016,13204
14730,10821
13930,14908
13198,11057
12478,14576
15304,12478
13487,13244
13303,11953
11433,13485
11013,11433
14869,11921
14869,13851
14869,13485
10372,11292
13487,10141
13930,12197
12266,14814
14869,15370
10397,11823
13930,14307
13930,11146
13930,10431
13487,12266
14814,12266
14108,11298
11587,11433
11481,12266
10397,14633
12982,12892
10721,11259
10821,12339
10821,13931
10821,14730
12889,12992
10599,11259
10693,12889
14027,10821
14100,11259
11292,13871
14100,12892
14307,11278
14100,14122
10423,11057
14057,14100
12523,10299
13796,12954
12953,15919
14107,14698
14107,14689
11433,14150
13930,14006
11433,13184
11618,13871
15356,11433
11823,11433
11433,11537
13930,11721
13930,10434
13930,13230
14027,10529
13930,13184
13930,13296
13930,12451
14027,11433
12441,11298
11433,10529
12953,14685
10397,11617
12266,13487
13204,12264
12191,15370
12889,15376
13495,14679
11298,14524
11697,14100
14747,11278
12523,14256
14869,15016
14869,13871
14869,11525
11433,11618
13487,11898
13930,10135
14683,13930
13930,10868
13930,13931
13377,11298
11292,15370
12478,10792
12478,10994
12953,13495
10994,10693
12191,14193
12889,15304
10693,10994
13232,12264
11259,13204
11298,11618
13303,12264
12451,11278
11292,11109
13964,14771
10397,12951
11433,10135
13930,11537
11292,13158
11292,12389
11995,13930
11612,11298
11292,13029
12758,12892
11278,12266
13871,13232
11292,15016
14908,14893
15304,13495
13303,10821
13303,14771
14027,14100
12892,13204
12915,11298
11298,11867
15304,13930
11298,11109
11292,10627
11980,11298
15376,14747
12889,11042
13930,14711
13930,11577
12953,10599
11259,11278
12173,12016
11057,11259
12339,11292
12889,13198
12889,13871
10279,11259
10423,13495
13232,10423
14570,13232
11298,14635
11630,10299
13277,11298
13930,14574
12892,11603
11648,11292
14952,11298
10397,14108
11433,14307
14905,14771
13487,12478
11525,14869
13487,15370
10397,10868
11193,14635
10874,11278
10423,11540
11481,12191
15016,13871
14908,12191
14771,13303
11298,14843
13303,11292
13198,14869
11298,11921
13930,15412
11042,15304
13577,12953
11433,10785
11433,10257
13367,11298
13487,14520
11066,11618
14771,11278
13930,11111
11973,11298
13422,11298
12945,11298
10821,13244
12339,11278
12889,12191
13158,11259
13198,10693
13495,10423
12191,10423
14321,11278
15070,13204
14771,11697
13204,12898
13487,15919
10423,14869
13487,11337
14771,14487
10397,11540
13487,10739
11471,13930
14635,13487
11193,11298
14843,15027
11042,10821
12391,13204
12451,13232
12953,13342
13204,12191
13232,15304
13296,13204
14107,13871
14307,15304
14908,14057
12758,14831
14747,11638
14057,14689
14771,13476
13871,12266
10713,11292
14524,11057
11111,11298
14633,13930
10397,14321
12264,14747
11447,11292
11292,13486
13342,11042
11057,10529
12266,13198
12266,11982
12266,10279
11003,13487
12266,10140
12889,10713
10140,10821
11057,14576
12323,11057
14831,13930
12982,13796
10994,10721
15024,10397
11618,10431
11203,13930
10299,12173
10849,11292
13241,14109
11618,14321
15016,12266
12953,12451
12389,12266
12953,12191
10140,12889
13495,14683
13342,10821
15016,10821
14122,11259
15024,13303
10257,11057
10529,13487
13076,13930
12003,11292
11823,11298
14252,14771
11618,14492
14524,12266
14986,10721
10599,13930
13487,11267
14489,14771
12511,11298
12266,11049
12889,10529
13232,12451
13495,10693
11267,13204
12191,11540
15016,12889
14122,12191
11057,15016
12523,14747
12478,12191
14027,10721
13198,12953
12892,10140
10140,13487
14843,11618
10721,12264
10792,14107
12191,14683
14057,13232
13232,11697
13244,13232
11259,15304
13871,14107
11423,14107
14633,10397
13930,12898
15304,11278
12266,13061
13871,13930
12478,12451
10397,14576
10397,10257
11292,11775
14027,12478
10397,15096
11618,14307
10721,13198
12339,15304
13204,14576
12191,10693
14831,13232
11057,14771
10299,10165
14747,12954
14122,12478
11298,11413
11067,13930
10268,13930
11697,10158
11057,15356
10397,11423
10397,12278
11292,13244
11618,14635
10529,13204
10693,11259
14107,14570
14683,10693
12478,11298
10299,14709
14747,13891
12478,11042
13930,10990
11618,14524
12478,13495
11618,14679
13577,13930
11618,10821
11278,14635
12478,10693
14107,11921
10821,14107
10693,14492
13232,11996
13232,13495
11259,12889
11259,15370
15304,14683
14747,12819
13487,10529
13930,12217
10990,12953
14869,11865
10800,14057
14869,15376
14869,10800
13487,13433
15624,12266
14685,13930
10397,10158
11433,12266
10821,14027
10140,14057
14100,10693
15016,11278
15016,14635
14492,11292
12892,11697
13487,10821
13487,12264
13422,12266
13184,11433
13342,11298
15304,12266
14771,12339
13931,11298
11298,10868
13487,14492
10785,11618
14771,14492
10721,11066
10821,10140
12339,13204
12889,14057
15304,12191
12478,11278
14107,11697
12478,11193
13796,12266
12898,11697
11292,12255
10397,14307
11292,14543
10397,11003
14869,13487
10627,13930
13487,12884
11996,12266
11193,12266
10397,11721
11778,10397
12953,15016
10599,15304
13796,11292
13204,11267
10721,14122
12954,13796
13930,11274
12266,11109
11921,14869
13871,14747
14869,10140
12173,12889
14843,15024
11697,14492
11292,11122
11298,11267
11109,12266
10257,11618
11433,13495
11433,11995
12264,13244
12173,12478
10821,14635
13158,12889
13204,14683
13232,14747
11423,12889
11697,10423
12191,11057
14730,15304
14843,14100
14730,11298
14679,14057
11433,15304
14869,11648
12892,13476
14256,15841
10980,13930
11603,11292
11298,10747
11433,11003
11433,13851
11433,12339
11193,11618
14100,15304
13232,14771
11540,11259
11986,10821
15016,13198
10397,13230
11433,10577
13303,13487
10141,13487
11298,14674
13830,12402
10299,10926
10423,12954
13264,11292
11042,13342
10874,12953
13495,12889
13204,12391
14831,11259
11298,10299
14100,12339
10299,10170
13541,12478
12478,11066
11298,13290
13930,13796
11953,13303
10397,14696
11292,14783
14150,11433
11618,13495
12197,11697
10685,11298
10397,13367
12945,11433
14492,15356
10821,11433
10821,12191
11057,13232
11066,12889
10693,13495
14057,11638
12266,12278
14122,14100
15027,14843
14109,11298
11433,11612
10821,14679
12889,13342
11292,11697
14679,10423
14683,10821
13303,14492
15048,13930
11697,13487
11433,15370
10721,12451
14006,13930
10739,13487
11433,10333
14869,11109
11433,12992
12896,12889
13232,10994
14100,14683
14100,11697
12478,14122
13495,13487
14685,11298
14679,10713
14520,13487
10713,12892
11617,10397
13290,13930
11638,11292
11433,11977
11292,12339
15370,14107
14107,10792
14570,14679
15027,13303
14771,10561
13930,14952
14487,14771
13930,13495
13930,14696
12892,10713
12266,11423
11042,14635
15412,11292
11618,11042
10721,13342
12992,10821
14193,10693
14683,15304
14100,14492
14747,11618
12954,14771
10529,14635
14633,13487
12478,14685
12173,13930
10821,14321
12339,10821
10423,12206
13232,14908
11259,10599
15304,13244
14492,10721
14635,12953
11193,10721
11193,13204
12451,13487
11298,14783
12478,10821
11193,13244
11298,13485
11618,12451
13198,10140
10423,12896
13851,14747
14696,13487
14100,14869
15249,11298
14683,14771
11066,12892
12173,10397
10821,14122
11066,11259
13198,13342
13198,15304
13495,14107
14698,14107
13476,14107
13495,11292
11278,10874
14122,15304
11193,12889
11111,13930
11433,15356
11986,13487
15016,11057
10721,11193
13930,10299
10821,10994
10423,10821
13851,10821
15016,12191
11057,15096
11057,14635
13244,13487
14689,14107
12954,14893
15376,14869
11867,11298
11042,14107
12339,14107
12889,13204
11697,10792
14683,15016
11057,11995
10721,14107
12892,13244
14307,13930
11003,11433
12889,12278
13495,15304
13204,11066
11057,10792
11057,14307
15841,12819
13198,14747
10397,14057
10800,14869
14321,13930
10599,12953
10821,14869
13184,13930
